permission_name,application_id,delegated_id,application_text,delegated_text,application_description,delegated_description,application_AdminConsentRequired,delegated_AdminConsentRequired,metadata_is_critical
PrivilegedAccess.Read.AzureADGroup,01e37dc9-c035-40bd-b438-b2879c4870a6,d329c81c-20ad-4772-abf9-3f6fdb7e5988,Read privileged access to Azure AD groups,Read privileged access to Azure AD groups,"Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups in your organization, without a signed-in user.","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups, on behalf of the signed-in user.",Yes,Yes,no
PrivilegedAccess.Read.AzureResources,5df6fe86-1be0-44eb-b916-7bd443a71236,1d89d70c-dcac-4248-b214-903c457af83a,Read privileged access to Azure resources,Read privileged access to Azure resources,"Allows the app to read time-based assignment and just-in-time elevation of user privileges to audit Azure resources in your organization, without a signed-in user.","Allows the app to read time-based assignment and just-in-time elevation of Azure resources (like your subscriptions, resource groups, storage, compute) on behalf of the signed-in user.",Yes,Yes,no
PrivilegedAccess.ReadWrite.AzureAD,854d9ab1-6657-4ec8-be45-823027bcd009,3c3c74f5-cdaa-4a97-b7e0-4e788bfcfb37,Read and write privileged access to Azure AD roles,Read and write privileged access to Azure AD,"Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles in your organization, without a signed-in user.","Allows the app to request and manage just in time elevation (including scheduled elevation) of users to Azure AD built-in administrative roles, on behalf of signed-in users.",Yes,Yes,no
PrivilegedAccess.ReadWrite.AzureADGroup,2f6817f8-7b12-4f0f-bc18-eeaf60705a9e,32531c59-1f32-461f-b8df-6f8a3b89f73b,Read and write privileged access to Azure AD groups,Read and write privileged access to Azure AD groups,"Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups in your organization, without a signed-in user.","Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups, on behalf of the signed-in user.",Yes,Yes,no
PrivilegedAccess.ReadWrite.AzureResources,6f9d5abc-2db6-400b-a267-7de22a40fb87,a84a9652-ffd3-496e-a991-22ba5529156a,Read and write privileged access to Azure resources,Read and write privileged access to Azure resources,"Allows the app to request and manage time-based assignment and just-in-time elevation of Azure resources (like your subscriptions, resource groups, storage, compute) in your organization, without a signed-in user.","Allows the app to request and manage time-based assignment and just-in-time elevation of user privileges to manage Azure resources (like subscriptions, resource groups, storage, compute) on behalf of the signed-in users.",Yes,Yes,no
PrivilegedAssignmentSchedule.Read.AzureADGroup,cd4161cb-f098-48f8-a884-1eda9a42434c,02a32cc4-7ab5-4b58-879a-0586e0f7c495,Read assignment schedules for access to Azure AD groups,Read assignment schedules for access to Azure AD groups,"Allows the app to read time-based assignment schedules for access to Azure AD groups, without a signed-in user.","Allows the app to read time-based assignment schedules for access to Azure AD groups, on behalf of the signed-in user.",Yes,Yes,no
PrivilegedAssignmentSchedule.ReadWrite.AzureADGroup,41202f2c-f7ab-45be-b001-85c9728b9d69,06dbc45d-6708-4ef0-a797-f797ee68bf4b,"Read, create, and delete assignment schedules for access to Azure AD groups","Read, create, and delete assignment schedules for access to Azure AD groups","Allows the app to read, create, and delete time-based assignment schedules for access to Azure AD groups, without a signed-in user.","Allows the app to read, create, and delete time-based assignment schedules for access to Azure AD groups, on behalf of the signed-in user.",Yes,Yes,no
PrivilegedEligibilitySchedule.Read.AzureADGroup,edb419d6-7edc-42a3-9345-509bfdf5d87c,8f44f93d-ecef-46ae-a9bf-338508d44d6b,Read eligibility schedules for access to Azure AD groups,Read eligibility schedules for access to Azure AD groups,"Allows the app to read time-based eligibility schedules for access to Azure AD groups, without a signed-in user.","Allows the app to read time-based eligibility schedules for access to Azure AD groups, on behalf of the signed-in user.",Yes,Yes,no
PrivilegedEligibilitySchedule.ReadWrite.AzureADGroup,618b6020-bca8-4de6-99f6-ef445fa4d857,ba974594-d163-484e-ba39-c330d5897667,"Read, create, and delete eligibility schedules for access to Azure AD groups","Read, create, and delete eligibility schedules for access to Azure AD groups","Allows the app to read, create, and delete time-based eligibility schedules for access to Azure AD groups, without a signed-in user.","Allows the app to read, create, and delete time-based eligibility schedules for access to Azure AD groups, on behalf of the signed-in user.",Yes,Yes,no
profile,-,14dad69e-099b-42c9-810b-d002981feec1,-,View users' basic profile,-,"Allows the app to see your users' basic profile (e.g., name, picture, user name, email address)",-,No,no
ProfilePhoto.Read.All,e24d31aa-e1ab-4c80-85fe-23018690335d,469cd065-729e-4dee-b1fa-d92e0fab6310,Read profile photo of a user or group,Read profile photo of a user or group,"Allows the app to read all profile photos of users and groups, without a signed-in user","Allows the app to read all profile photos of users and groups, on behalf of the signed-in user.",Yes,Yes,no
ProfilePhoto.ReadWrite.All,27baa7f6-5dfb-4ba8-b1d3-1e812c143013,f5b24df7-511e-48bb-ae88-643f023b55e1,Read and write profile photo of a user or group,Read and write profile photo of a user or group,"Allows the app to read and write all profile photos of users and groups, without a signed-in user","Allows the app to read and write all profile photos of users and groups, on behalf of the signed-in user.",Yes,Yes,no
ProgramControl.Read.All,eedb7fdd-7539-4345-a38b-4839e4a84cbd,c492a2e1-2f8f-4caa-b076-99bbf6e40fe4,Read all programs,Read all programs that user can access,"Allows the app to read programs and program controls in the organization, without a signed-in user.",Allows the app to read programs and program controls that the signed-in user has access to in the organization.,Yes,Yes,no
ProgramControl.ReadWrite.All,60a901ed-09f7-4aa5-a16e-7dd3d6f9de36,50fd364f-9d93-4ae1-b170-300e87cccf84,Manage all programs,Manage all programs that user can access,"Allows the app to read, update, delete and perform actions on programs and program controls in the organization, without a signed-in user.","Allows the app to read, update, delete and perform actions on programs and program controls that the signed-in user has access to in the organization.",Yes,Yes,no
PublicKeyInfrastructure.Read.All,214fda0c-514a-4650-b037-b562b1a66124,04a4b2a2-3f26-4fc8-87ee-9c46e68db175,Read all certificate based authentication configurations,Read certificate based authentication configurations,"Allows the application to read  certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, without a signed-in user.","Allows the application to read certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, on behalf of the signed-in user.",Yes,Yes,no
PublicKeyInfrastructure.ReadWrite.All,a2b63618-5350-462d-b1b3-ba6eb3684e26,3591b7f3-dba8-4bad-b667-7a64bd4f2b83,Read and write all certificate based authentication configurations,Read and write certificate based authentication configurations,"Allows the application to read and write certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, without a signed-in user.","Allows the application to read  and write certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, on behalf of the signed-in user.",Yes,Yes,no
QnA.Read.All,ee49e170-1dd1-4030-b44c-61ad6e98f743,f73fa04f-b9a5-4df9-8843-993ce928925e,Read all Question and Answers,Read all Questions and Answers that the user can access.,"Allows an app to read all question and answers, without a signed-in user.",Allows an app to read all question and answer sets that the signed-in user can access.,Yes,No,no
RecordsManagement.Read.All,ac3a2b8e-03a3-4da9-9ce0-cbe28bf1accd,07f995eb-fc67-4522-ad66-2b8ca8ea3efd,"Read Records Management configuration, labels and policies","Read Records Management configuration, labels, and policies","Allows the application to read any data from Records Management, such as configuration, labels, and policies without the signed in user.","Allows the application to read any data from Records Management, such as configuration, labels, and policies on behalf of the signed-in user.",Yes,Yes,no
RecordsManagement.ReadWrite.All,eb158f57-df43-4751-8b21-b8932adb3d34,f2833d75-a4e6-40ab-86d4-6dfe73c97605,"Read and write Records Management configuration, labels and policies","Read and write Records Management configuration, labels, and policies","Allow the application to create, update and delete any data from Records Management, such as configuration, labels, and policies without the signed in user.","Allow the application to create, update and delete any data from Records Management, such as configuration, labels, and policies on behalf of the signed-in user.",Yes,Yes,no
Reports.Read.All,230c1aed-a721-4c5d-9cb4-a90514e508ef,02e97553-ed7b-43d0-ab3c-f8bace0d040c,Read all usage reports,Read all usage reports,Allows an app to read all service usage reports without a signed-in user.  Services that provide usage reports include Office 365 and Azure Active Directory.,Allows an app to read all service usage reports on behalf of the signed-in user.  Services that provide usage reports include Office 365 and Azure Active Directory.,Yes,Yes,yes
